Time (s),Amplitude (V)
1.9000000000e-05,-2.5525088212e-02
1.9100000000e-05,-2.8756940212e-01
1.9200000000e-05,-3.7030498359e-01
1.9300000000e-05,-3.2172376521e-01
1.9400000000e-05,-2.8619383474e-01
1.9500000000e-05,-1.6558408443e-01
1.9600000000e-05,1.1370446791e-01
1.9700000000e-05,3.8284280216e-01
1.9800000000e-05,3.3598042887e-01
1.9900000000e-05,3.2422397403e-01
2.0000000000e-05,-3.6444677711e-02
2.0100000000e-05,-3.6615415025e-01
2.0200000000e-05,-3.0017177245e-01
2.0300000000e-05,-4.4858985475e-01
2.0400000000e-05,-3.2416710143e-01
2.0500000000e-05,9.4710286472e-02
2.0600000000e-05,3.0733148336e-01
2.0700000000e-05,4.3671508129e-01
2.0800000000e-05,3.1164271159e-01
2.0900000000e-05,1.3878021071e-01
2.1000000000e-05,-1.0093507188e-02
2.1100000000e-05,-3.4873954471e-01
2.1200000000e-05,-2.7234821121e-01
2.1300000000e-05,-5.4024598327e-01
2.1400000000e-05,-2.2151348598e-01
2.1500000000e-05,-2.1017408768e-02
2.1600000000e-05,2.3603424180e-01
2.1700000000e-05,4.1542518805e-01
2.1800000000e-05,3.2618084589e-01
2.1900000000e-05,2.2396251530e-01
2.2000000000e-05,-2.1641393623e-02
2.2100000000e-05,-3.7388468354e-01
2.2200000000e-05,-5.3280481234e-01
2.2300000000e-05,-3.1650936856e-01
2.2400000000e-05,-3.9268073902e-01
2.2500000000e-05,-7.4132554913e-02
2.2600000000e-05,3.0070096923e-01
2.2700000000e-05,5.7544427001e-01
2.2800000000e-05,5.4463616812e-01
2.2900000000e-05,1.0432967231e-01
2.3000000000e-05,3.4294266095e-02
2.3100000000e-05,-3.4827543271e-01
2.3200000000e-05,-4.1759116241e-01
2.3300000000e-05,-6.0467948608e-01
2.3400000000e-05,-3.1847476971e-01
2.3500000000e-05,-1.3490201709e-01
2.3600000000e-05,2.3101862445e-01
2.3700000000e-05,5.4851932730e-01
2.3800000000e-05,6.4282565263e-01
2.3900000000e-05,3.1301760710e-01
2.4000000000e-05,3.7288213374e-02
2.4100000000e-05,-4.7241305285e-01
2.4200000000e-05,-5.6173290164e-01
2.4300000000e-05,-4.6643322318e-01
2.4400000000e-05,-3.7446081000e-01
2.4500000000e-05,7.4527272497e-02
2.4600000000e-05,3.2529109965e-01
2.4700000000e-05,4.3086165682e-01
2.4800000000e-05,4.6137982822e-01
2.4900000000e-05,2.4467130888e-01
2.5000000000e-05,-8.1785172044e-02
2.5100000000e-05,-4.0782856968e-01
2.5200000000e-05,-4.1952496728e-01
2.5300000000e-05,-4.5577487125e-01
2.5400000000e-05,-3.8613855496e-01
2.5500000000e-05,-2.4166278891e-02
2.5600000000e-05,5.1417295122e-01
2.5700000000e-05,6.1861600310e-01
2.5800000000e-05,5.8180673468e-01
2.5900000000e-05,3.4982956285e-01
2.6000000000e-05,-9.5291734651e-03
2.6100000000e-05,-3.9079250960e-01
2.6200000000e-05,-7.8330504580e-01
2.6300000000e-05,-5.5814329853e-01
2.6400000000e-05,-3.2119337468e-01
2.6500000000e-05,-3.8701117868e-02
2.6600000000e-05,3.8371767070e-01
2.6700000000e-05,7.1156170641e-01
2.6800000000e-05,6.5593672601e-01
2.6900000000e-05,3.7306863052e-01
2.7000000000e-05,1.6917501798e-02
2.7100000000e-05,-1.8485658457e-01
2.7200000000e-05,-7.0522007359e-01
2.7300000000e-05,-5.7318438778e-01
2.7400000000e-05,-3.4868000588e-01
2.7500000000e-05,4.9943834509e-02
2.7600000000e-05,5.7124365391e-01
2.7700000000e-05,7.3648225036e-01
2.7800000000e-05,7.1930988060e-01
2.7900000000e-05,4.0400932382e-01
2.8000000000e-05,-4.7561890156e-02
2.8100000000e-05,-4.1983238189e-01
2.8200000000e-05,-6.3655515502e-01
2.8300000000e-05,-6.8118579395e-01
2.8400000000e-05,-4.5706817179e-01
2.8500000000e-05,-6.7223203130e-02
2.8600000000e-05,4.8380227769e-01
2.8700000000e-05,7.0082566717e-01
2.8800000000e-05,5.4424434867e-01
2.8900000000e-05,3.9629235530e-01
2.9000000000e-05,-8.1018103549e-02
2.9100000000e-05,-2.7784561271e-01
2.9200000000e-05,-7.8799794142e-01
2.9300000000e-05,-4.9835809704e-01
2.9400000000e-05,-3.7659889954e-01
2.9500000000e-05,-6.2749320888e-02
2.9600000000e-05,4.0634808334e-01
2.9700000000e-05,6.9764654639e-01
2.9800000000e-05,7.9511002135e-01
2.9900000000e-05,3.9861876192e-01
3.0000000000e-05,8.4740314562e-02
3.0100000000e-05,-4.3862174255e-01
3.0200000000e-05,-6.2743396016e-01
3.0300000000e-05,-7.3404279290e-01
3.0400000000e-05,-5.7817068743e-01
3.0500000000e-05,-4.5018283801e-02
3.0600000000e-05,5.2155449584e-01
3.0700000000e-05,6.6174774214e-01
3.0800000000e-05,5.1601902147e-01
3.0900000000e-05,2.3813814197e-01
3.1000000000e-05,6.1359391949e-02
3.1100000000e-05,-5.1276774669e-01
3.1200000000e-05,-3.8190083413e-01
3.1300000000e-05,-4.2599920191e-01
3.1400000000e-05,-4.0053283893e-01
3.1500000000e-05,2.0246509472e-01
3.1600000000e-05,3.1013963932e-01
3.1700000000e-05,4.5139143565e-01
3.1800000000e-05,6.9190265014e-01
3.1900000000e-05,3.1820054825e-01
3.2000000000e-05,9.7949975490e-02
3.2100000000e-05,-2.8021498328e-01
3.2200000000e-05,-5.6353142989e-01
3.2300000000e-05,-5.9637986623e-01
3.2400000000e-05,-2.6968628329e-01
3.2500000000e-05,-2.7381970633e-02
3.2600000000e-05,3.8304539289e-01
3.2700000000e-05,4.8562549224e-01
3.2800000000e-05,5.1454048750e-01
3.2900000000e-05,4.7364292771e-01
3.3000000000e-05,-3.9443996364e-02
3.3100000000e-05,-3.8637545625e-01
3.3200000000e-05,-5.7200852252e-01
3.3300000000e-05,-5.8462432902e-01
3.3400000000e-05,-3.9098574899e-01
3.3500000000e-05,3.7087687532e-02
3.3600000000e-05,3.6916543171e-01
3.3700000000e-05,4.6991677706e-01
3.3800000000e-05,3.8452583660e-01
3.3900000000e-05,4.0428851478e-01
3.4000000000e-05,-4.1927514903e-02
3.4100000000e-05,-3.0962908402e-01
3.4200000000e-05,-5.9103567818e-01
3.4300000000e-05,-7.2303546563e-01
3.4400000000e-05,-3.3056426764e-01
3.4500000000e-05,7.6999436527e-02
3.4600000000e-05,4.1942755823e-01
3.4700000000e-05,5.0931058908e-01
3.4800000000e-05,5.0453435509e-01
3.4900000000e-05,3.4312960812e-01
3.5000000000e-05,-1.4314525019e-01
3.5100000000e-05,-3.1069530445e-01
3.5200000000e-05,-4.1693507497e-01
3.5300000000e-05,-5.1818704591e-01
3.5400000000e-05,-8.7587494510e-02
3.5500000000e-05,-4.3194612643e-02
3.5600000000e-05,2.7514372517e-01
3.5700000000e-05,4.8136776039e-01
3.5800000000e-05,5.5706430712e-01
3.5900000000e-05,4.3987096237e-01
3.6000000000e-05,1.8588247726e-01
3.6100000000e-05,-3.6475025206e-01
3.6200000000e-05,-4.1860611589e-01
3.6300000000e-05,-7.0993468433e-01
3.6400000000e-05,-2.9997179464e-01
3.6500000000e-05,2.9164909663e-02
3.6600000000e-05,2.2227239820e-01
3.6700000000e-05,6.3235720183e-01
3.6800000000e-05,4.8358265742e-01
3.6900000000e-05,2.5202274160e-01
3.7000000000e-05,-4.1931795597e-02
3.7100000000e-05,-3.2768480589e-01
3.7200000000e-05,-4.1178951071e-01
3.7300000000e-05,-4.7088705544e-01
3.7400000000e-05,-1.9273524081e-01
3.7500000000e-05,9.9959237029e-03
3.7600000000e-05,2.0947536696e-01
3.7700000000e-05,3.7723631806e-01
3.7800000000e-05,4.7935771876e-01
3.7900000000e-05,3.7099411685e-01
3.8000000000e-05,2.2958729006e-02
3.8100000000e-05,-3.2021840215e-01
3.8200000000e-05,-6.4851192351e-01
3.8300000000e-05,-3.6943605220e-01
3.8400000000e-05,-3.0292182093e-02
3.8500000000e-05,-1.8721343728e-01
3.8600000000e-05,2.0730140488e-01
3.8700000000e-05,4.7011330613e-01
3.8800000000e-05,4.1047655622e-01
3.8900000000e-05,3.3298361434e-01
3.9000000000e-05,-2.5205263497e-02
3.9100000000e-05,-3.1645833994e-01
3.9200000000e-05,-3.8212208775e-01
3.9300000000e-05,-3.8620907358e-01
3.9400000000e-05,-1.6742054218e-01
3.9500000000e-05,8.2349260417e-02
3.9600000000e-05,2.4643884307e-01
3.9700000000e-05,3.8166182436e-01
3.9800000000e-05,5.1332791620e-01
3.9900000000e-05,2.5640862033e-01
4.0000000000e-05,-3.8604623577e-02
4.0100000000e-05,-3.8383685473e-01
4.0200000000e-05,-4.5295510495e-01
4.0300000000e-05,-2.5012955513e-01
4.0400000000e-05,-2.8734215162e-01
4.0500000000e-05,-4.4745388839e-02
4.0600000000e-05,4.7192877330e-01
4.0700000000e-05,5.0935525429e-01
4.0800000000e-05,3.3368909958e-01
4.0900000000e-05,3.9924015083e-01
4.1000000000e-05,-8.4084065800e-02
4.1100000000e-05,-2.5678672481e-01
4.1200000000e-05,-4.4752937088e-01
4.1300000000e-05,-4.4712231854e-01
4.1400000000e-05,-1.2240401009e-01
4.1500000000e-05,-5.9516124006e-03
4.1600000000e-05,1.9826961352e-01
4.1700000000e-05,3.4241698107e-01
4.1800000000e-05,3.9750883648e-01
4.1900000000e-05,6.4917339196e-02
4.2000000000e-05,-1.1343276688e-01
4.2100000000e-05,-2.0854654479e-01
4.2200000000e-05,-1.6426497262e-01
4.2300000000e-05,-3.1162427752e-01
4.2400000000e-05,-1.7424912745e-01
4.2500000000e-05,-1.3740575954e-01
4.2600000000e-05,1.4061475835e-01
4.2700000000e-05,1.2428476947e-01
4.2800000000e-05,2.0149465857e-01
4.2900000000e-05,2.6626427381e-01
4.3000000000e-05,1.1900368901e-01
4.3100000000e-05,-1.1963805198e-01
4.3200000000e-05,-1.6834849543e-01
4.3300000000e-05,-1.8408744168e-01
4.3400000000e-05,-1.5801286826e-01
4.3500000000e-05,-5.3952017030e-02
4.3600000000e-05,1.7124259463e-01
4.3700000000e-05,1.1005244594e-01
4.3800000000e-05,2.6302852073e-01
4.3900000000e-05,5.5683374986e-02
4.4000000000e-05,1.2014350410e-01
4.4100000000e-05,-3.6995182292e-02
4.4200000000e-05,-1.7170241779e-01
4.4300000000e-05,-1.8551332305e-01
4.4400000000e-05,-1.5109078788e-01
4.4500000000e-05,8.9970853783e-02
4.4600000000e-05,1.1461732504e-01
4.4700000000e-05,1.7785037009e-01
4.4800000000e-05,3.6198537790e-01
4.4900000000e-05,1.7900605203e-01
4.5000000000e-05,6.8220150008e-02
4.5100000000e-05,-7.8458024466e-02
4.5200000000e-05,-2.7488262795e-02
4.5300000000e-05,-3.3795651032e-01
4.5400000000e-05,-1.5976532859e-01
4.5500000000e-05,9.0207538190e-02
4.5600000000e-05,5.2208816945e-02
4.5700000000e-05,1.6053153800e-01
4.5800000000e-05,1.8319744950e-01
4.5900000000e-05,1.3213152169e-01
4.6000000000e-05,-1.5613890543e-01
4.6100000000e-05,1.1866188391e-02
4.6200000000e-05,-1.0103495319e-01
4.6300000000e-05,-1.5168391127e-01
4.6400000000e-05,-1.2831626403e-01
4.6500000000e-05,-9.3643701836e-02
4.6600000000e-05,2.1783214941e-01
4.6700000000e-05,1.1693205051e-01
4.6800000000e-05,1.2117157058e-01
4.6900000000e-05,4.1389674177e-02
4.7000000000e-05,-8.5970673366e-02
4.7100000000e-05,5.5262892711e-02
4.7200000000e-05,-1.2129033667e-01
4.7300000000e-05,-6.9335718637e-02
4.7400000000e-05,2.0231346159e-02
4.7500000000e-05,4.7695247457e-02
4.7600000000e-05,7.5387354177e-02
4.7700000000e-05,-1.0610698121e-05
4.7800000000e-05,1.1525989671e-01
4.7900000000e-05,8.6956052093e-02
4.8000000000e-05,-6.7944012691e-02
4.8100000000e-05,-8.3052206548e-02
4.8200000000e-05,-2.5537960367e-01
4.8300000000e-05,-2.0735388428e-01
4.8400000000e-05,-3.9821415920e-01
4.8500000000e-05,-1.0243843880e-01
4.8600000000e-05,5.0716591524e-02
4.8700000000e-05,-1.3469758832e-01
4.8800000000e-05,9.7441887847e-02
4.8900000000e-05,-5.4599557069e-02
4.9000000000e-05,-1.0885885906e-01
4.9100000000e-05,-1.4579957590e-01
4.9200000000e-05,-1.6218382558e-01
4.9300000000e-05,-1.1994924375e-01
4.9400000000e-05,-9.2737471106e-02
4.9500000000e-05,1.3369737028e-02
4.9600000000e-05,8.8708278554e-02
4.9700000000e-05,1.0861760661e-01
4.9800000000e-05,1.8642952533e-01
4.9900000000e-05,8.1066538780e-02
5.0000000000e-05,7.3404756242e-02
5.0100000000e-05,-1.0870743236e-01
5.0200000000e-05,-9.4455162353e-02
5.0300000000e-05,-1.5831739400e-01
5.0400000000e-05,-6.2755532810e-03
5.0500000000e-05,1.2757933135e-01
5.0600000000e-05,-7.2567879064e-02
5.0700000000e-05,1.1854289876e-01
5.0800000000e-05,-5.1020887088e-03
5.0900000000e-05,-1.4468107274e-01
5.1000000000e-05,5.7565971514e-02
5.1100000000e-05,8.1760128762e-03
5.1200000000e-05,-1.5247218540e-01
5.1300000000e-05,-6.8615038047e-03
5.1400000000e-05,-1.3332648782e-01
5.1500000000e-05,-3.4886858551e-02
5.1600000000e-05,-1.8362601587e-02
5.1700000000e-05,6.5271506059e-02
5.1800000000e-05,8.5125031428e-02
5.1900000000e-05,8.4990965456e-02
5.2000000000e-05,4.9818559540e-04
5.2100000000e-05,7.9343829742e-02
5.2200000000e-05,1.4140312344e-01
5.2300000000e-05,-3.9322399398e-02
5.2400000000e-05,-4.7450243897e-02
5.2500000000e-05,-1.1133711197e-01
5.2600000000e-05,-7.2931458460e-02
5.2700000000e-05,1.5766216221e-01
5.2800000000e-05,5.4989652057e-02
5.2900000000e-05,3.6101918135e-02
5.3000000000e-05,6.5639019468e-02
5.3100000000e-05,1.2007859340e-01
5.3200000000e-05,-1.4388521593e-01
5.3300000000e-05,-7.5955431940e-02
5.3400000000e-05,-7.7333512676e-03
5.3500000000e-05,1.3151663067e-01
5.3600000000e-05,-1.3863067358e-02
5.3700000000e-05,1.3522592375e-01
5.3800000000e-05,-1.4342031869e-01
5.3900000000e-05,1.0315672819e-02
5.4000000000e-05,1.0075972889e-01
5.4100000000e-05,-3.1158825132e-01
5.4200000000e-05,8.2055250651e-02
5.4300000000e-05,-4.1878742312e-02
5.4400000000e-05,-5.8169893934e-02
5.4500000000e-05,-1.4303433424e-01
5.4600000000e-05,1.7155147096e-02
5.4700000000e-05,-3.0283798138e-02
5.4800000000e-05,9.6467015281e-02
5.4900000000e-05,4.0896638907e-02
5.5000000000e-05,-9.6405465085e-02
5.5100000000e-05,-3.0233502180e-02
5.5200000000e-05,1.2770243689e-02
5.5300000000e-05,-8.1835482057e-02
5.5400000000e-05,1.3731868955e-01
5.5500000000e-05,-1.2572298315e-01
5.5600000000e-05,6.0558179164e-02
5.5700000000e-05,9.2664099553e-02
5.5800000000e-05,6.7117346558e-02
5.5900000000e-05,9.7690773959e-02
5.6000000000e-05,2.6654963950e-01
5.6100000000e-05,-5.3950114575e-02
5.6200000000e-05,-5.9511782657e-02
5.6300000000e-05,1.0455236972e-01
5.6400000000e-05,5.2189759238e-02
5.6500000000e-05,6.5053788561e-02
5.6600000000e-05,2.6980709635e-02
5.6700000000e-05,3.4039232228e-03
5.6800000000e-05,-5.5358068494e-02
5.6900000000e-05,9.9921228014e-02
5.7000000000e-05,1.2729846388e-02
5.7100000000e-05,-3.2619539062e-02
5.7200000000e-05,2.6653370605e-03
5.7300000000e-05,5.3815681074e-02
5.7400000000e-05,7.1664916520e-02
5.7500000000e-05,-1.1388999353e-01
5.7600000000e-05,-9.9572092800e-02
5.7700000000e-05,4.1102353698e-02
5.7800000000e-05,-1.3271640030e-02
5.7900000000e-05,6.8293838076e-03
5.8000000000e-05,-2.0371291029e-02
5.8100000000e-05,-6.5800774525e-02
5.8200000000e-05,-1.4213467440e-02
5.8300000000e-05,8.5427845464e-02
5.8400000000e-05,-1.3928833785e-01
5.8500000000e-05,-1.5361647850e-02
5.8600000000e-05,-6.1104770892e-02
5.8700000000e-05,-9.7104034952e-02
5.8800000000e-05,-7.1511829827e-03
5.8900000000e-05,-1.3091983196e-01
5.9000000000e-05,-5.9536732308e-02
5.9100000000e-05,2.3166013721e-02
5.9200000000e-05,-1.1403712654e-01
5.9300000000e-05,1.4355983747e-01
5.9400000000e-05,-5.9614727221e-02
5.9500000000e-05,1.1385673986e-01
5.9600000000e-05,3.3684501570e-03
5.9700000000e-05,-3.6213809499e-02
5.9800000000e-05,2.4843811870e-03
5.9900000000e-05,-6.4241952806e-03
