Time (s),Amplitude (V)
6.8000000000e-06,4.1216690434e-02
6.9000000000e-06,-7.7691707711e-02
7.0000000000e-06,1.2955312453e-01
7.1000000000e-06,1.2633438247e-01
7.2000000000e-06,-1.3683846988e-01
7.3000000000e-06,6.5823093063e-02
7.4000000000e-06,2.6947938947e-02
7.5000000000e-06,1.9054172563e-01
7.6000000000e-06,8.2668158184e-04
7.7000000000e-06,-4.1337436245e-02
7.8000000000e-06,1.1195044719e-03
7.9000000000e-06,5.2142651003e-02
8.0000000000e-06,-6.0848040375e-02
8.1000000000e-06,-1.3484977089e-02
8.2000000000e-06,5.9049338330e-02
8.3000000000e-06,3.4152194830e-02
8.4000000000e-06,-3.0553864696e-02
8.5000000000e-06,7.8518291188e-02
8.6000000000e-06,1.7393546770e-01
8.7000000000e-06,1.7138359404e-01
8.8000000000e-06,-4.8708520290e-02
8.9000000000e-06,1.1115989053e-01
9.0000000000e-06,-1.0515191112e-02
9.1000000000e-06,-4.2176703848e-02
9.2000000000e-06,-2.2594273576e-01
9.3000000000e-06,-1.8237331280e-01
9.4000000000e-06,-1.9579496047e-02
9.5000000000e-06,-2.4531059463e-02
9.6000000000e-06,1.7153874953e-01
9.7000000000e-06,1.6403384166e-01
9.8000000000e-06,8.3547036071e-02
9.9000000000e-06,6.9106236303e-02
1.0000000000e-05,-9.5907231711e-02
1.0100000000e-05,8.1159031314e-02
1.0200000000e-05,-1.3622658757e-01
1.0300000000e-05,-1.4687399810e-01
1.0400000000e-05,1.2671119409e-03
1.0500000000e-05,-5.0537958572e-02
1.0600000000e-05,-5.4398507486e-02
1.0700000000e-05,4.6546241880e-02
1.0800000000e-05,1.9469026188e-01
1.0900000000e-05,-7.4184451414e-02
1.1000000000e-05,-9.1462152097e-02
1.1100000000e-05,-3.8563205731e-02
1.1200000000e-05,-1.0166274984e-01
1.1300000000e-05,-1.1706156229e-02
1.1400000000e-05,-1.2866435803e-01
1.1500000000e-05,-1.1089758430e-01
1.1600000000e-05,1.1393155350e-01
1.1700000000e-05,1.2976943746e-01
1.1800000000e-05,1.2998163755e-02
1.1900000000e-05,1.7716830305e-01
1.2000000000e-05,-4.5329257874e-02
1.2100000000e-05,-1.7028510403e-01
1.2200000000e-05,-1.4023404862e-01
1.2300000000e-05,-1.9387802338e-01
1.2400000000e-05,2.2994236300e-02
1.2500000000e-05,-1.3670262156e-02
1.2600000000e-05,2.4646222224e-02
1.2700000000e-05,1.0320372371e-01
1.2800000000e-05,5.9228519475e-02
1.2900000000e-05,2.9673335948e-01
1.3000000000e-05,6.8480389357e-03
1.3100000000e-05,-1.1390865958e-01
1.3200000000e-05,-1.6065270111e-01
1.3300000000e-05,1.6314407478e-03
1.3400000000e-05,-7.5047366624e-02
1.3500000000e-05,-2.2005681823e-01
1.3600000000e-05,-4.4086982318e-02
1.3700000000e-05,7.5657733817e-03
1.3800000000e-05,2.2295725204e-02
1.3900000000e-05,-4.1064112222e-04
1.4000000000e-05,1.2487356315e-01
1.4100000000e-05,-7.3771741287e-02
1.4200000000e-05,-1.9672836969e-01
1.4300000000e-05,-1.8695009024e-01
1.4400000000e-05,-1.1329038784e-01
1.4500000000e-05,4.0530441004e-02
1.4600000000e-05,1.4967677911e-01
1.4700000000e-05,1.6817859971e-01
1.4800000000e-05,2.7353000701e-01
1.4900000000e-05,3.5543914246e-01
1.5000000000e-05,-5.4742574921e-02
1.5100000000e-05,-1.2149066600e-01
1.5200000000e-05,-2.9764860296e-01
1.5300000000e-05,-2.6802358413e-01
1.5400000000e-05,-8.1754767802e-02
1.5500000000e-05,-1.0195484772e-01
1.5600000000e-05,8.7430906187e-02
1.5700000000e-05,1.3393433504e-01
1.5800000000e-05,1.5665759756e-01
1.5900000000e-05,1.0580705224e-01
1.6000000000e-05,8.2864602613e-02
1.6100000000e-05,-2.0219892690e-01
1.6200000000e-05,-2.4238592689e-01
1.6300000000e-05,-1.0627532102e-01
1.6400000000e-05,-1.5244662552e-01
1.6500000000e-05,-6.4962001504e-02
1.6600000000e-05,1.1033469937e-01
1.6700000000e-05,1.6112139805e-01
1.6800000000e-05,3.2784002936e-01
1.6900000000e-05,-1.8626549365e-03
1.7000000000e-05,-1.2767754356e-01
1.7100000000e-05,-3.3554783922e-01
1.7200000000e-05,-3.9797887727e-02
1.7300000000e-05,-1.7482216544e-01
1.7400000000e-05,-1.7684121977e-01
1.7500000000e-05,-7.3418564665e-02
1.7600000000e-05,3.4621719225e-01
1.7700000000e-05,1.0552515549e-01
1.7800000000e-05,1.6240870807e-01
1.7900000000e-05,2.0185720876e-01
1.8000000000e-05,2.4324316676e-01
1.8100000000e-05,-1.2603820065e-01
1.8200000000e-05,-2.6023581482e-01
1.8300000000e-05,-8.4476733763e-02
1.8400000000e-05,-2.0446602375e-01
1.8500000000e-05,-6.9511718672e-02
1.8600000000e-05,6.7101000069e-02
1.8700000000e-05,5.2896959679e-01
1.8800000000e-05,2.2575916693e-01
1.8900000000e-05,1.6331990808e-01
1.9000000000e-05,-2.4246212994e-02
1.9100000000e-05,-2.4638316881e-01
1.9200000000e-05,-2.1316376839e-01
1.9300000000e-05,-4.1197747287e-01
1.9400000000e-05,-1.8127201713e-01
1.9500000000e-05,-9.7551054593e-02
1.9600000000e-05,2.5663848043e-01
1.9700000000e-05,2.8897115676e-01
1.9800000000e-05,3.1091683316e-01
1.9900000000e-05,9.4100267768e-02
2.0000000000e-05,8.0516155406e-02
2.0100000000e-05,1.5672009139e-02
2.0200000000e-05,-3.1932399849e-01
2.0300000000e-05,-3.7102673199e-01
2.0400000000e-05,-1.0054902564e-01
2.0500000000e-05,3.5973397561e-02
2.0600000000e-05,5.9835616773e-02
2.0700000000e-05,1.9048624468e-01
2.0800000000e-05,4.7038592280e-02
2.0900000000e-05,2.5897404486e-01
2.1000000000e-05,2.1711211982e-02
2.1100000000e-05,-1.7271429169e-01
2.1200000000e-05,-3.0555624974e-01
2.1300000000e-05,-3.9347814568e-01
2.1400000000e-05,-2.4123055126e-01
2.1500000000e-05,-5.8429032272e-02
2.1600000000e-05,2.8222071994e-01
2.1700000000e-05,3.9701867808e-01
2.1800000000e-05,4.5759921566e-01
2.1900000000e-05,3.2584746705e-01
2.2000000000e-05,9.2358736876e-02
2.2100000000e-05,-2.3800952532e-01
2.2200000000e-05,-4.9717983975e-01
2.2300000000e-05,-4.2824428816e-01
2.2400000000e-05,-1.4574708822e-01
2.2500000000e-05,7.9427079570e-02
2.2600000000e-05,3.3818655889e-01
2.2700000000e-05,4.0285374669e-01
2.2800000000e-05,3.2053697462e-01
2.2900000000e-05,3.7061173895e-01
2.3000000000e-05,3.7830714773e-04
2.3100000000e-05,-2.1561947041e-01
2.3200000000e-05,-3.2178008620e-01
2.3300000000e-05,-3.2904085082e-01
2.3400000000e-05,-3.0624004570e-01
2.3500000000e-05,8.6911872025e-02
2.3600000000e-05,3.0139956663e-01
2.3700000000e-05,3.5443823093e-01
2.3800000000e-05,3.7840619959e-01
2.3900000000e-05,2.7408858126e-01
2.4000000000e-05,1.1987660263e-01
2.4100000000e-05,-2.8464853307e-01
2.4200000000e-05,-3.7580082954e-01
2.4300000000e-05,-3.7715186065e-01
2.4400000000e-05,-3.9038959626e-01
2.4500000000e-05,1.0606748591e-01
2.4600000000e-05,4.0146229826e-01
2.4700000000e-05,3.8032876846e-01
2.4800000000e-05,4.8377561405e-01
2.4900000000e-05,1.8817459419e-01
2.5000000000e-05,3.7280707334e-02
2.5100000000e-05,-1.4644294272e-01
2.5200000000e-05,-4.0925232821e-01
2.5300000000e-05,-5.2252695349e-01
2.5400000000e-05,-1.9391547514e-01
2.5500000000e-05,1.9456004800e-01
2.5600000000e-05,1.8773333271e-01
2.5700000000e-05,5.1148476825e-01
2.5800000000e-05,4.4325412202e-01
2.5900000000e-05,2.6259835938e-01
2.6000000000e-05,-1.0550009141e-02
2.6100000000e-05,-3.2968253364e-01
2.6200000000e-05,-5.8016880291e-01
2.6300000000e-05,-3.3336731032e-01
2.6400000000e-05,-2.2161203703e-01
2.6500000000e-05,1.6798302159e-02
2.6600000000e-05,2.2339670968e-01
2.6700000000e-05,5.5718331234e-01
2.6800000000e-05,2.7184752759e-01
2.6900000000e-05,1.8810025991e-01
2.7000000000e-05,7.3820483273e-02
2.7100000000e-05,-1.9937930006e-01
2.7200000000e-05,-4.1622653986e-01
2.7300000000e-05,-4.8031933685e-01
2.7400000000e-05,-3.1469282507e-01
2.7500000000e-05,8.6958701743e-03
2.7600000000e-05,1.5264004850e-01
2.7700000000e-05,3.5249798847e-01
2.7800000000e-05,5.0371794284e-01
2.7900000000e-05,2.8802423135e-01
2.8000000000e-05,-7.3652121887e-02
2.8100000000e-05,-2.4864466100e-01
2.8200000000e-05,-5.6287055042e-01
2.8300000000e-05,-5.4889027921e-01
2.8400000000e-05,-3.4996562731e-01
2.8500000000e-05,9.7291254826e-02
2.8600000000e-05,3.0851148871e-01
2.8700000000e-05,5.1459878456e-01
2.8800000000e-05,3.0548127490e-01
2.8900000000e-05,2.9010085773e-01
2.9000000000e-05,1.1912093466e-01
2.9100000000e-05,-9.6653147541e-02
2.9200000000e-05,-4.2053954782e-01
2.9300000000e-05,-6.0990699935e-01
2.9400000000e-05,-2.3886579324e-01
2.9500000000e-05,2.4738141737e-01
2.9600000000e-05,3.0373843251e-01
2.9700000000e-05,4.3358742398e-01
2.9800000000e-05,4.1883942225e-01
2.9900000000e-05,2.4466043169e-01
3.0000000000e-05,1.7523056444e-02
3.0100000000e-05,-2.6318090169e-01
3.0200000000e-05,-5.3539625128e-01
3.0300000000e-05,-5.3950783562e-01
3.0400000000e-05,-2.6500739322e-01
3.0500000000e-05,-1.0395863387e-01
3.0600000000e-05,2.9424434329e-01
3.0700000000e-05,5.0442120991e-01
3.0800000000e-05,3.9175803458e-01
3.0900000000e-05,4.4628448943e-01
3.1000000000e-05,2.5966105695e-01
3.1100000000e-05,-3.8000720516e-01
3.1200000000e-05,-6.0470588640e-01
3.1300000000e-05,-4.1887387995e-01
3.1400000000e-05,-3.4998575314e-01
3.1500000000e-05,1.7804417919e-01
3.1600000000e-05,3.1549979787e-01
3.1700000000e-05,5.0645524674e-01
3.1800000000e-05,5.1134236421e-01
3.1900000000e-05,2.9669654045e-01
3.2000000000e-05,8.1996868531e-02
3.2100000000e-05,-2.8299849501e-01
3.2200000000e-05,-5.0374705200e-01
3.2300000000e-05,-4.0438171506e-01
3.2400000000e-05,-2.6443525883e-01
3.2500000000e-05,6.4607126605e-02
3.2600000000e-05,3.5377805603e-01
3.2700000000e-05,4.5154836165e-01
3.2800000000e-05,4.9818482257e-01
3.2900000000e-05,2.2891652613e-01
3.3000000000e-05,-7.4893474252e-02
3.3100000000e-05,-2.8885358004e-01
3.3200000000e-05,-3.5054937247e-01
3.3300000000e-05,-5.5709205789e-01
3.3400000000e-05,-3.9092842377e-01
3.3500000000e-05,-5.8578690568e-03
3.3600000000e-05,4.0265811247e-01
3.3700000000e-05,3.4423510545e-01
3.3800000000e-05,4.2115178119e-01
3.3900000000e-05,2.4945329973e-01
3.4000000000e-05,3.1444552290e-02
3.4100000000e-05,-3.5756267346e-01
3.4200000000e-05,-5.0933924719e-01
3.4300000000e-05,-4.4565566183e-01
3.4400000000e-05,-1.3611960718e-01
3.4500000000e-05,5.9314368797e-02
3.4600000000e-05,-2.1825894860e-03
3.4700000000e-05,2.3545057313e-01
3.4800000000e-05,4.1269853170e-01
3.4900000000e-05,4.1273937912e-01
3.5000000000e-05,2.0657296937e-02
3.5100000000e-05,-2.2646400618e-01
3.5200000000e-05,-3.6720292760e-01
3.5300000000e-05,-4.4276868550e-01
3.5400000000e-05,-3.3377247800e-01
3.5500000000e-05,-4.6414862011e-02
3.5600000000e-05,3.2769497438e-01
3.5700000000e-05,3.2568005449e-01
3.5800000000e-05,3.6604249036e-01
3.5900000000e-05,3.2562904033e-01
3.6000000000e-05,1.9481380033e-01
3.6100000000e-05,-2.1765427183e-01
3.6200000000e-05,-3.3086614535e-01
3.6300000000e-05,-5.8649868251e-01
3.6400000000e-05,-3.4820641581e-01
3.6500000000e-05,7.3158839206e-02
3.6600000000e-05,3.1696527533e-01
3.6700000000e-05,3.9350669251e-01
3.6800000000e-05,3.7897305198e-01
3.6900000000e-05,2.0532161236e-01
3.7000000000e-05,6.4595731444e-02
3.7100000000e-05,-2.1223724009e-01
3.7200000000e-05,-4.0849255778e-01
3.7300000000e-05,-5.1063927978e-01
3.7400000000e-05,-1.7260115152e-01
3.7500000000e-05,-4.8393745991e-02
3.7600000000e-05,1.2017111614e-01
3.7700000000e-05,1.7664282031e-01
3.7800000000e-05,4.2656096558e-01
3.7900000000e-05,2.8260157479e-01
3.8000000000e-05,2.3801637767e-02
3.8100000000e-05,-3.8831395344e-01
3.8200000000e-05,-2.6163628310e-01
3.8300000000e-05,-1.2748486384e-01
3.8400000000e-05,-1.5756441270e-01
3.8500000000e-05,-8.7122019956e-02
3.8600000000e-05,2.7941536528e-01
3.8700000000e-05,1.9186772403e-01
3.8800000000e-05,3.2132766809e-01
3.8900000000e-05,1.0564576445e-01
3.9000000000e-05,-2.5114902791e-02
3.9100000000e-05,-3.3384285266e-01
3.9200000000e-05,-3.1501437786e-01
3.9300000000e-05,-3.0492870044e-01
3.9400000000e-05,-5.4654092173e-01
3.9500000000e-05,3.1492849037e-02
3.9600000000e-05,1.6981052416e-01
3.9700000000e-05,1.4873264883e-01
3.9800000000e-05,5.1315165305e-01
3.9900000000e-05,3.2516390371e-01
4.0000000000e-05,-6.3942313594e-03
4.0100000000e-05,-8.4806433929e-02
4.0200000000e-05,-2.1664197177e-01
4.0300000000e-05,-2.5346153078e-01
4.0400000000e-05,-2.8251457181e-01
4.0500000000e-05,-5.9041665442e-02
4.0600000000e-05,1.7943771624e-03
4.0700000000e-05,3.6755061125e-01
4.0800000000e-05,2.7416663587e-01
4.0900000000e-05,2.5447306840e-01
4.1000000000e-05,5.0831493195e-02
4.1100000000e-05,-3.1788663713e-01
4.1200000000e-05,-5.8677439051e-02
4.1300000000e-05,-2.9717603569e-01
4.1400000000e-05,-2.1032242590e-01
4.1500000000e-05,1.0571376854e-01
4.1600000000e-05,2.2702334817e-01
4.1700000000e-05,1.7545720441e-01
4.1800000000e-05,2.1671679867e-01
4.1900000000e-05,2.9841939798e-01
4.2000000000e-05,-5.1807069406e-02
4.2100000000e-05,-5.4828610850e-02
4.2200000000e-05,-3.6980239777e-01
4.2300000000e-05,-2.6505621772e-01
4.2400000000e-05,-6.4693372413e-02
4.2500000000e-05,3.8407874944e-02
4.2600000000e-05,2.7733863664e-01
4.2700000000e-05,1.7233052152e-01
4.2800000000e-05,1.4032541935e-01
4.2900000000e-05,1.2042526278e-01
4.3000000000e-05,1.0317606175e-02
4.3100000000e-05,5.8859462669e-02
4.3200000000e-05,-2.0400983037e-01
4.3300000000e-05,-1.2625145073e-01
4.3400000000e-05,-6.7754079247e-02
4.3500000000e-05,6.4046692070e-02
4.3600000000e-05,4.1553528816e-02
4.3700000000e-05,1.2122525503e-01
4.3800000000e-05,2.6348113355e-01
4.3900000000e-05,7.2237268139e-03
4.4000000000e-05,-1.0103346888e-01
4.4100000000e-05,-3.0702602496e-01
4.4200000000e-05,-1.1934469557e-01
4.4300000000e-05,-2.7435781246e-01
4.4400000000e-05,-2.1215452781e-01
4.4500000000e-05,-5.4448647853e-02
4.4600000000e-05,1.4801836192e-02
4.4700000000e-05,7.4566646142e-02
4.4800000000e-05,2.4163508049e-01
4.4900000000e-05,2.1903465462e-01
4.5000000000e-05,-2.2490661985e-02
4.5100000000e-05,-6.8633724232e-03
4.5200000000e-05,-3.7122291649e-01
4.5300000000e-05,-2.3565539989e-01
4.5400000000e-05,-5.6117342055e-02
4.5500000000e-05,7.8487626792e-02
4.5600000000e-05,1.3624781525e-01
4.5700000000e-05,3.2187959062e-01
4.5800000000e-05,2.1385563806e-01
4.5900000000e-05,4.8495167911e-02
4.6000000000e-05,3.2194267925e-02
4.6100000000e-05,-1.4236313356e-01
4.6200000000e-05,-2.6686709535e-01
4.6300000000e-05,-1.8637469299e-01
4.6400000000e-05,-2.2800243045e-01
4.6500000000e-05,-1.8250901231e-02
4.6600000000e-05,1.8573844765e-01
4.6700000000e-05,1.8438683295e-01
4.6800000000e-05,1.4939477917e-01
4.6900000000e-05,-3.0571235206e-02
4.7000000000e-05,-3.2501564128e-01
4.7100000000e-05,-1.0175168351e-01
4.7200000000e-05,-6.0754893999e-03
4.7300000000e-05,-2.1811142445e-01
4.7400000000e-05,-5.5130098745e-02
4.7500000000e-05,1.0692883796e-01
4.7600000000e-05,6.7954816347e-02
4.7700000000e-05,1.6522592889e-01
4.7800000000e-05,-4.0836551624e-02
4.7900000000e-05,1.9011378076e-01
4.8000000000e-05,-6.4726906669e-02
4.8100000000e-05,-6.5256721683e-02
4.8200000000e-05,1.1633139174e-02
4.8300000000e-05,-7.4632336652e-02
4.8400000000e-05,-5.7570894513e-02
4.8500000000e-05,1.1120219296e-01
4.8600000000e-05,1.2667450498e-01
4.8700000000e-05,9.4092094860e-02
4.8800000000e-05,-7.0841081223e-03
4.8900000000e-05,3.3519806964e-02
4.9000000000e-05,1.9105232039e-02
4.9100000000e-05,2.3747445618e-03
4.9200000000e-05,1.8850107320e-02
4.9300000000e-05,-1.1278758393e-01
4.9400000000e-05,-9.3317840934e-02
4.9500000000e-05,-1.0416221004e-01
4.9600000000e-05,3.0402923080e-02
4.9700000000e-05,1.3605301250e-01
4.9800000000e-05,9.3071663296e-02
4.9900000000e-05,-5.4759006057e-04
5.0000000000e-05,5.2653362911e-02
5.0100000000e-05,-8.5157827606e-02
5.0200000000e-05,-5.8924021455e-02
5.0300000000e-05,-1.9530796748e-01
5.0400000000e-05,-4.7229646870e-02
5.0500000000e-05,-5.4095827009e-02
5.0600000000e-05,-3.1654645619e-02
5.0700000000e-05,1.7289652356e-01
5.0800000000e-05,1.3975493370e-01
5.0900000000e-05,-9.3325998991e-02
5.1000000000e-05,-1.5874716055e-01
5.1100000000e-05,-4.2618434939e-03
5.1200000000e-05,1.4344292455e-01
5.1300000000e-05,2.0286192957e-01
5.1400000000e-05,-8.4498772932e-02
5.1500000000e-05,-4.8972744428e-02
5.1600000000e-05,3.5970100092e-02
5.1700000000e-05,1.0352408055e-01
5.1800000000e-05,-3.7365029061e-02
5.1900000000e-05,8.9328658687e-02
5.2000000000e-05,-9.9009722532e-02
5.2100000000e-05,-5.8416487635e-02
5.2200000000e-05,-2.6678000558e-01
5.2300000000e-05,-4.8738837462e-02
5.2400000000e-05,-2.0905377309e-02
5.2500000000e-05,-6.4953934659e-02
5.2600000000e-05,4.2799039934e-03
5.2700000000e-05,1.4787710088e-01
5.2800000000e-05,-7.0348739885e-02
5.2900000000e-05,4.8584410383e-03
5.3000000000e-05,-3.8899248386e-02
5.3100000000e-05,1.1619235357e-01
5.3200000000e-05,8.6875029276e-02
5.3300000000e-05,2.5188575445e-04
5.3400000000e-05,7.6906563768e-02
5.3500000000e-05,1.0000617831e-02
5.3600000000e-05,1.1379889849e-01
5.3700000000e-05,-1.4824133578e-02
5.3800000000e-05,-6.4577847821e-02
5.3900000000e-05,8.0872043242e-02
5.4000000000e-05,-3.2375879719e-02
5.4100000000e-05,-7.9066380192e-02
5.4200000000e-05,-1.6162694068e-01
5.4300000000e-05,1.1749902008e-02
5.4400000000e-05,1.1814249202e-01
5.4500000000e-05,-7.0808693221e-03
5.4600000000e-05,5.9728864662e-03
5.4700000000e-05,-1.8514597337e-02
5.4800000000e-05,3.8221114489e-03
5.4900000000e-05,5.9106660372e-03
5.5000000000e-05,-5.9528001030e-03
5.5100000000e-05,-4.4011259927e-02
5.5200000000e-05,-8.7483387811e-03
5.5300000000e-05,1.2306617321e-01
5.5400000000e-05,-4.8349574339e-02
5.5500000000e-05,-1.8048332733e-01
5.5600000000e-05,4.7484948173e-02
5.5700000000e-05,-5.5343667541e-02
5.5800000000e-05,-4.6422052347e-04
5.5900000000e-05,2.0853785967e-01
5.6000000000e-05,-3.6367038104e-02
5.6100000000e-05,-1.7193632950e-02
5.6200000000e-05,7.0769849024e-02
5.6300000000e-05,-1.1152374064e-01
5.6400000000e-05,3.3115432788e-02
5.6500000000e-05,-7.3446115391e-02
5.6600000000e-05,2.1850752306e-03
5.6700000000e-05,-5.8879115337e-02
5.6800000000e-05,-1.0013464407e-01
5.6900000000e-05,-6.2005532682e-02
5.7000000000e-05,-2.8868990090e-02
5.7100000000e-05,-1.9093682513e-01
5.7200000000e-05,-1.1861173249e-01
5.7300000000e-05,-8.0252068978e-02
5.7400000000e-05,-6.1881595684e-02
5.7500000000e-05,-1.4709845957e-02
5.7600000000e-05,3.2481928824e-02
5.7700000000e-05,-4.2360126570e-02
5.7800000000e-05,8.7537185341e-02
5.7900000000e-05,-1.9565584810e-01
5.8000000000e-05,-6.8489679116e-02
5.8100000000e-05,1.0747212089e-01
5.8200000000e-05,-7.6343330920e-02
5.8300000000e-05,-9.6689239512e-02
5.8400000000e-05,1.0163929584e-01
5.8500000000e-05,1.3465463745e-01
5.8600000000e-05,-6.9990101011e-02
5.8700000000e-05,5.9014368632e-02
5.8800000000e-05,-3.6828040399e-03
5.8900000000e-05,7.5331588645e-02
5.9000000000e-05,-4.5614853964e-02
5.9100000000e-05,5.6529831117e-03
5.9200000000e-05,-8.7356620080e-02
5.9300000000e-05,8.9613324122e-02
5.9400000000e-05,-9.4012778356e-03
5.9500000000e-05,-7.9743470737e-02
5.9600000000e-05,6.7850089991e-02
5.9700000000e-05,5.5279526222e-02
5.9800000000e-05,8.8622883917e-02
5.9900000000e-05,-9.9654933378e-02
