Time (s),Amplitude (V)
5.0000000000e-06,-1.5630519150e-01
5.1000000000e-06,-1.7596275384e-02
5.2000000000e-06,9.1549790414e-02
5.3000000000e-06,9.8020163219e-02
5.4000000000e-06,5.5765738856e-05
5.5000000000e-06,9.9701082760e-02
5.6000000000e-06,1.6778673474e-02
5.7000000000e-06,7.0541592709e-02
5.8000000000e-06,1.0125603237e-01
5.9000000000e-06,-3.2013007367e-02
6.0000000000e-06,-2.0712045089e-01
6.1000000000e-06,-3.7428334323e-02
6.2000000000e-06,-5.1873016980e-02
6.3000000000e-06,9.4764974254e-03
6.4000000000e-06,2.7992613939e-02
6.5000000000e-06,1.5155823796e-01
6.6000000000e-06,-1.6886084711e-01
6.7000000000e-06,-1.9363196216e-02
6.8000000000e-06,1.0349986656e-01
6.9000000000e-06,1.9034772414e-01
7.0000000000e-06,-7.1912582548e-02
7.1000000000e-06,-9.5949661262e-02
7.2000000000e-06,-6.9539396639e-02
7.3000000000e-06,-1.5538504241e-01
7.4000000000e-06,-2.2044616316e-01
7.5000000000e-06,7.0140119008e-02
7.6000000000e-06,-4.9708014985e-02
7.7000000000e-06,-1.9425556429e-02
7.8000000000e-06,7.3747425345e-02
7.9000000000e-06,2.1122329202e-02
8.0000000000e-06,-2.1304285495e-01
8.1000000000e-06,1.9915318025e-01
8.2000000000e-06,1.1481277750e-01
8.3000000000e-06,-1.7124962808e-01
8.4000000000e-06,1.9015254043e-01
8.5000000000e-06,-1.2525718702e-01
8.6000000000e-06,1.6644411579e-01
8.7000000000e-06,7.7211213233e-02
8.8000000000e-06,1.1798679340e-01
8.9000000000e-06,5.6075732096e-02
9.0000000000e-06,1.3270965021e-03
9.1000000000e-06,-1.9139946168e-01
9.2000000000e-06,-1.3868899947e-01
9.3000000000e-06,-5.7162916069e-02
9.4000000000e-06,1.7331521320e-01
9.5000000000e-06,2.2927732174e-02
9.6000000000e-06,9.8570465246e-03
9.7000000000e-06,1.3990896268e-01
9.8000000000e-06,-3.4617498468e-02
9.9000000000e-06,1.3884785699e-02
1.0000000000e-05,-1.1270989924e-01
1.0100000000e-05,-1.5113835548e-02
1.0200000000e-05,-1.1857329815e-01
1.0300000000e-05,2.9013936685e-02
1.0400000000e-05,-6.1260824918e-02
1.0500000000e-05,-6.0253418694e-02
1.0600000000e-05,2.5020882872e-01
1.0700000000e-05,4.7430984217e-02
1.0800000000e-05,-4.2150962413e-02
1.0900000000e-05,-5.7500883214e-02
1.1000000000e-05,2.2473293869e-01
1.1100000000e-05,-1.1289167283e-01
1.1200000000e-05,-1.9573968581e-01
1.1300000000e-05,-3.3169484641e-01
1.1400000000e-05,-2.3010820934e-01
1.1500000000e-05,-1.3771796227e-01
1.1600000000e-05,1.7773415962e-01
1.1700000000e-05,1.9376270581e-01
1.1800000000e-05,1.0345983773e-01
1.1900000000e-05,1.5753110109e-01
1.2000000000e-05,3.3244362334e-02
1.2100000000e-05,8.9576956328e-02
1.2200000000e-05,3.7451862135e-02
1.2300000000e-05,-2.6957668763e-01
1.2400000000e-05,-1.2042627233e-01
1.2500000000e-05,-1.5263488971e-01
1.2600000000e-05,-7.8345637604e-02
1.2700000000e-05,2.6747442073e-02
1.2800000000e-05,2.0604202269e-01
1.2900000000e-05,9.5227910466e-02
1.3000000000e-05,9.1939887707e-03
1.3100000000e-05,5.7172615202e-02
1.3200000000e-05,-2.4658280819e-02
1.3300000000e-05,2.4196781000e-02
1.3400000000e-05,-4.7455753912e-02
1.3500000000e-05,-5.8687155932e-02
1.3600000000e-05,1.9052333100e-01
1.3700000000e-05,9.0495493680e-02
1.3800000000e-05,2.2545004396e-01
1.3900000000e-05,2.4280007456e-01
1.4000000000e-05,8.7984351743e-02
1.4100000000e-05,-5.4070669045e-02
1.4200000000e-05,-2.8309229464e-01
1.4300000000e-05,-2.2816773808e-01
1.4400000000e-05,-8.7446558723e-02
1.4500000000e-05,-1.0226006943e-01
1.4600000000e-05,1.9185003556e-01
1.4700000000e-05,2.3084097988e-01
1.4800000000e-05,9.6424075390e-02
1.4900000000e-05,2.9495231735e-01
1.5000000000e-05,2.8932309883e-02
1.5100000000e-05,-1.8232402505e-01
1.5200000000e-05,-3.7405912457e-01
1.5300000000e-05,-3.1202649543e-01
1.5400000000e-05,-8.6625760660e-02
1.5500000000e-05,-8.7513771491e-02
1.5600000000e-05,7.8803597675e-02
1.5700000000e-05,2.4775573269e-01
1.5800000000e-05,2.3204557303e-01
1.5900000000e-05,1.0959278906e-01
1.6000000000e-05,2.1438561001e-01
1.6100000000e-05,-2.7126714814e-01
1.6200000000e-05,-2.1417145768e-01
1.6300000000e-05,-4.0039315651e-01
1.6400000000e-05,-2.3993344996e-01
1.6500000000e-05,1.1113131723e-01
1.6600000000e-05,3.4590917701e-01
1.6700000000e-05,3.1235604545e-01
1.6800000000e-05,3.0550853308e-01
1.6900000000e-05,1.0013489851e-01
1.7000000000e-05,-4.4057082345e-02
1.7100000000e-05,-2.8331866830e-01
1.7200000000e-05,-1.6768639481e-01
1.7300000000e-05,-2.2861232330e-01
1.7400000000e-05,-3.1799421984e-01
1.7500000000e-05,-4.1884738779e-02
1.7600000000e-05,1.2179085642e-01
1.7700000000e-05,1.7109123871e-01
1.7800000000e-05,2.5363441927e-01
1.7900000000e-05,9.8983946613e-02
1.8000000000e-05,-6.2197883108e-02
1.8100000000e-05,-2.8447133734e-01
1.8200000000e-05,-3.0423061225e-01
1.8300000000e-05,-3.4453257776e-01
1.8400000000e-05,-1.2804208506e-01
1.8500000000e-05,9.8989193150e-02
1.8600000000e-05,1.4551062008e-01
1.8700000000e-05,3.9661642145e-01
1.8800000000e-05,2.8217067611e-01
1.8900000000e-05,-1.2828507732e-01
1.9000000000e-05,-1.2037059298e-01
1.9100000000e-05,-3.1451570038e-01
1.9200000000e-05,-4.5907100674e-01
1.9300000000e-05,-3.2331388277e-01
1.9400000000e-05,-2.8129337420e-01
1.9500000000e-05,-2.2594788825e-02
1.9600000000e-05,1.9104085602e-01
1.9700000000e-05,3.1954646922e-01
1.9800000000e-05,5.4017198891e-01
1.9900000000e-05,2.6861824507e-01
2.0000000000e-05,-1.5292124304e-01
2.0100000000e-05,-2.5348878118e-01
2.0200000000e-05,-4.0815981707e-01
2.0300000000e-05,-3.4097383912e-01
2.0400000000e-05,-2.0313028883e-01
2.0500000000e-05,-1.1272347093e-01
2.0600000000e-05,2.8970552240e-01
2.0700000000e-05,3.2334478568e-01
2.0800000000e-05,5.5286684778e-01
2.0900000000e-05,2.0168353238e-01
2.1000000000e-05,-4.3582713071e-02
2.1100000000e-05,-2.2412673586e-01
2.1200000000e-05,-4.4089104175e-01
2.1300000000e-05,-4.4417629177e-01
2.1400000000e-05,-1.6135346142e-01
2.1500000000e-05,1.2389559660e-01
2.1600000000e-05,3.5412790168e-01
2.1700000000e-05,3.6188977581e-01
2.1800000000e-05,4.2971897451e-01
2.1900000000e-05,2.3804806250e-01
2.2000000000e-05,-2.1920661695e-01
2.2100000000e-05,-2.8798497571e-01
2.2200000000e-05,-5.0782882295e-01
2.2300000000e-05,-5.0222006670e-01
2.2400000000e-05,-1.7657653599e-01
2.2500000000e-05,-1.7022093020e-01
2.2600000000e-05,1.4446695018e-01
2.2700000000e-05,4.4999710766e-01
2.2800000000e-05,4.4082332801e-01
2.2900000000e-05,1.9945853265e-01
2.3000000000e-05,2.9927314759e-03
2.3100000000e-05,-3.8010600461e-01
2.3200000000e-05,-4.2836444943e-01
2.3300000000e-05,-4.1149394370e-01
2.3400000000e-05,-3.1480894570e-01
2.3500000000e-05,9.7052498699e-02
2.3600000000e-05,2.6009465173e-01
2.3700000000e-05,6.2770195387e-01
2.3800000000e-05,4.8143299424e-01
2.3900000000e-05,3.1783919386e-01
2.4000000000e-05,6.8586619366e-02
2.4100000000e-05,-4.9959808535e-01
2.4200000000e-05,-6.0966975814e-01
2.4300000000e-05,-5.3801961486e-01
2.4400000000e-05,-3.8382102688e-01
2.4500000000e-05,6.2356414644e-02
2.4600000000e-05,3.5984026036e-01
2.4700000000e-05,5.7744358440e-01
2.4800000000e-05,4.3842848866e-01
2.4900000000e-05,4.2199942410e-01
2.5000000000e-05,-1.5041564099e-01
2.5100000000e-05,-3.7158719115e-01
2.5200000000e-05,-5.8090935573e-01
2.5300000000e-05,-6.2237658583e-01
2.5400000000e-05,-2.8584948804e-01
2.5500000000e-05,-2.0452607110e-01
2.5600000000e-05,3.7972650326e-01
2.5700000000e-05,5.5251553456e-01
2.5800000000e-05,5.0312117442e-01
2.5900000000e-05,4.6565059485e-01
2.6000000000e-05,6.1080800220e-02
2.6100000000e-05,-1.6597791719e-01
2.6200000000e-05,-4.5118892602e-01
2.6300000000e-05,-4.2354523763e-01
2.6400000000e-05,-1.8550910522e-01
2.6500000000e-05,-7.5027876044e-02
2.6600000000e-05,3.5250090988e-01
2.6700000000e-05,6.6108431867e-01
2.6800000000e-05,5.6130266810e-01
2.6900000000e-05,3.8866469263e-01
2.7000000000e-05,-1.0077920567e-02
2.7100000000e-05,-4.9538765918e-01
2.7200000000e-05,-6.7729228485e-01
2.7300000000e-05,-5.3480757574e-01
2.7400000000e-05,-2.8650102261e-01
2.7500000000e-05,2.0571154797e-02
2.7600000000e-05,3.9641628395e-01
2.7700000000e-05,6.3763028765e-01
2.7800000000e-05,5.0983315329e-01
2.7900000000e-05,4.3941019314e-01
2.8000000000e-05,4.2232725039e-02
2.8100000000e-05,-4.7887913519e-01
2.8200000000e-05,-6.5586629113e-01
2.8300000000e-05,-5.1635712348e-01
2.8400000000e-05,-6.8075281555e-01
2.8500000000e-05,-2.9550564597e-02
2.8600000000e-05,4.9410150613e-01
2.8700000000e-05,4.7178750568e-01
2.8800000000e-05,8.1673941164e-01
2.8900000000e-05,2.9494179600e-01
2.9000000000e-05,3.7108274057e-02
2.9100000000e-05,-4.3491994055e-01
2.9200000000e-05,-6.8004475893e-01
2.9300000000e-05,-6.6468721408e-01
2.9400000000e-05,-1.6476647867e-01
2.9500000000e-05,-8.1036491811e-02
2.9600000000e-05,3.5354806745e-01
2.9700000000e-05,6.2321627021e-01
2.9800000000e-05,6.8560427572e-01
2.9900000000e-05,3.8269643499e-01
3.0000000000e-05,9.3466288094e-02
3.0100000000e-05,-2.5037447078e-01
3.0200000000e-05,-6.1254126649e-01
3.0300000000e-05,-6.7000179628e-01
3.0400000000e-05,-5.6127127871e-01
3.0500000000e-05,9.5662990197e-02
3.0600000000e-05,1.3952920341e-01
3.0700000000e-05,6.8505732570e-01
3.0800000000e-05,6.6175553909e-01
3.0900000000e-05,4.9573797006e-01
3.1000000000e-05,-2.2410989175e-01
3.1100000000e-05,-4.0555138741e-01
3.1200000000e-05,-6.5406626835e-01
3.1300000000e-05,-5.7800094304e-01
3.1400000000e-05,-4.8568529216e-01
3.1500000000e-05,9.6602377908e-03
3.1600000000e-05,2.8535491363e-01
3.1700000000e-05,6.8314671445e-01
3.1800000000e-05,6.5034911125e-01
3.1900000000e-05,4.4841730815e-01
3.2000000000e-05,2.2192122421e-03
3.2100000000e-05,-4.3733435778e-01
3.2200000000e-05,-5.1029911893e-01
3.2300000000e-05,-7.3140224629e-01
3.2400000000e-05,-3.3514269521e-01
3.2500000000e-05,-1.0791710982e-01
3.2600000000e-05,2.9125995025e-01
3.2700000000e-05,6.6428290322e-01
3.2800000000e-05,6.1870576169e-01
3.2900000000e-05,5.2938344491e-01
3.3000000000e-05,6.2444967251e-02
3.3100000000e-05,-3.4370816880e-01
3.3200000000e-05,-4.3530004035e-01
3.3300000000e-05,-5.7081378270e-01
3.3400000000e-05,-3.0364750070e-01
3.3500000000e-05,-5.6998790570e-02
3.3600000000e-05,3.4211786673e-01
3.3700000000e-05,4.3814784055e-01
3.3800000000e-05,6.2375540014e-01
3.3900000000e-05,4.1087455005e-01
3.4000000000e-05,1.0119019824e-02
3.4100000000e-05,-2.4818739549e-01
3.4200000000e-05,-6.6980228130e-01
3.4300000000e-05,-5.3711573133e-01
3.4400000000e-05,-2.0251825614e-01
3.4500000000e-05,-7.0953091917e-02
3.4600000000e-05,4.0648589487e-01
3.4700000000e-05,6.1323005060e-01
3.4800000000e-05,6.3081444365e-01
3.4900000000e-05,2.3491167628e-01
3.5000000000e-05,1.4251206515e-01
3.5100000000e-05,-3.6391651625e-01
3.5200000000e-05,-2.7517178987e-01
3.5300000000e-05,-5.8726223648e-01
3.5400000000e-05,-2.3237873721e-01
3.5500000000e-05,4.8695229035e-02
3.5600000000e-05,2.0348806211e-01
3.5700000000e-05,5.4819483607e-01
3.5800000000e-05,5.5573930897e-01
3.5900000000e-05,2.2766254008e-01
3.6000000000e-05,-2.0439387899e-02
3.6100000000e-05,-4.4248047328e-01
3.6200000000e-05,-5.7101218747e-01
3.6300000000e-05,-4.8452520126e-01
3.6400000000e-05,-2.9286454904e-01
3.6500000000e-05,3.2776402740e-02
3.6600000000e-05,3.2946899595e-01
3.6700000000e-05,5.8324944141e-01
3.6800000000e-05,4.6112198468e-01
3.6900000000e-05,2.4254384011e-01
3.7000000000e-05,-1.4852747912e-01
3.7100000000e-05,-4.8165781466e-01
3.7200000000e-05,-3.5490315999e-01
3.7300000000e-05,-4.7921342870e-01
3.7400000000e-05,-3.2060051335e-01
3.7500000000e-05,-1.2049935502e-01
3.7600000000e-05,4.0166172282e-01
3.7700000000e-05,4.8460962494e-01
3.7800000000e-05,4.8461342864e-01
3.7900000000e-05,2.9770746523e-01
3.8000000000e-05,5.2216189308e-02
3.8100000000e-05,-1.4554713504e-01
3.8200000000e-05,-3.9671345095e-01
3.8300000000e-05,-5.1391814245e-01
3.8400000000e-05,-1.3731118189e-01
3.8500000000e-05,-3.5099633549e-02
3.8600000000e-05,2.5191463924e-01
3.8700000000e-05,4.8570051083e-01
3.8800000000e-05,3.8229621265e-01
3.8900000000e-05,3.0991517347e-01
3.9000000000e-05,1.1846227198e-01
3.9100000000e-05,-2.2693020716e-01
3.9200000000e-05,-3.5204623750e-01
3.9300000000e-05,-3.4674237648e-01
3.9400000000e-05,-4.0835269734e-01
3.9500000000e-05,6.8959818390e-02
3.9600000000e-05,1.3251693536e-01
3.9700000000e-05,4.8258667903e-01
3.9800000000e-05,1.1634213003e-01
3.9900000000e-05,3.5396040892e-01
4.0000000000e-05,1.0614355059e-01
4.0100000000e-05,-2.2203305265e-01
4.0200000000e-05,-3.0730304690e-01
4.0300000000e-05,-2.3706700048e-01
4.0400000000e-05,-4.5319350992e-01
4.0500000000e-05,-1.2564251928e-02
4.0600000000e-05,2.9855786011e-01
4.0700000000e-05,3.9479157543e-01
4.0800000000e-05,3.8760882563e-01
4.0900000000e-05,1.9710348185e-01
4.1000000000e-05,-5.1384729392e-02
4.1100000000e-05,-2.1440905048e-01
4.1200000000e-05,-2.9969562990e-01
4.1300000000e-05,-2.4451570887e-01
4.1400000000e-05,-3.0176856588e-01
4.1500000000e-05,-5.8969251075e-02
4.1600000000e-05,2.8804225658e-01
4.1700000000e-05,2.7421508994e-01
4.1800000000e-05,3.2549637732e-01
4.1900000000e-05,1.4975469956e-01
4.2000000000e-05,-1.2765717903e-01
4.2100000000e-05,-1.4619497675e-01
4.2200000000e-05,-2.1632595618e-01
4.2300000000e-05,-2.4950324754e-02
4.2400000000e-05,-1.6479955286e-01
4.2500000000e-05,-3.3896377491e-02
4.2600000000e-05,1.9281574919e-01
4.2700000000e-05,1.2151373261e-01
4.2800000000e-05,3.1144163506e-01
4.2900000000e-05,1.5993924914e-01
4.3000000000e-05,-1.0232731467e-01
4.3100000000e-05,-2.1664523767e-01
4.3200000000e-05,-3.1515838575e-01
4.3300000000e-05,-2.8425233995e-01
4.3400000000e-05,-2.9966937976e-01
4.3500000000e-05,-1.2844957686e-01
4.3600000000e-05,3.4397338220e-01
4.3700000000e-05,4.3907073620e-01
4.3800000000e-05,1.9489188419e-01
4.3900000000e-05,1.9307453969e-01
4.4000000000e-05,-3.5146189300e-02
4.4100000000e-05,-7.2651022964e-02
4.4200000000e-05,-8.4528586231e-02
4.4300000000e-05,-3.8687236139e-01
4.4400000000e-05,-1.1856776650e-01
4.4500000000e-05,9.1718517210e-02
4.4600000000e-05,1.7216860740e-01
4.4700000000e-05,1.0201868523e-01
4.4800000000e-05,1.7505595124e-01
4.4900000000e-05,2.0975300770e-01
4.5000000000e-05,-1.3651113587e-01
4.5100000000e-05,3.8140829080e-02
4.5200000000e-05,-3.4629193625e-01
4.5300000000e-05,-2.9757824931e-01
4.5400000000e-05,-1.3985607700e-01
4.5500000000e-05,4.7379221745e-03
4.5600000000e-05,5.8572223230e-02
4.5700000000e-05,1.0637245503e-01
4.5800000000e-05,2.4181705077e-01
4.5900000000e-05,1.3703020133e-01
4.6000000000e-05,-1.4938705021e-02
4.6100000000e-05,-1.5749609737e-01
4.6200000000e-05,-1.5111007109e-01
4.6300000000e-05,-2.0826702079e-01
4.6400000000e-05,-2.4978180663e-01
4.6500000000e-05,6.8932200575e-02
4.6600000000e-05,-9.7628107069e-02
4.6700000000e-05,-1.3451169157e-01
4.6800000000e-05,1.1046278369e-01
4.6900000000e-05,1.3463950827e-01
4.7000000000e-05,1.4146366010e-01
4.7100000000e-05,-1.0625303119e-02
4.7200000000e-05,-2.3366695892e-01
4.7300000000e-05,-3.2041280130e-01
4.7400000000e-05,-2.1657771955e-01
4.7500000000e-05,-1.1610278527e-01
4.7600000000e-05,-4.8839141750e-02
4.7700000000e-05,2.8072425978e-01
4.7800000000e-05,2.5126253832e-01
4.7900000000e-05,-8.7945277738e-02
4.8000000000e-05,-1.2190803876e-01
4.8100000000e-05,-1.1524334174e-01
4.8200000000e-05,-9.1080890796e-02
4.8300000000e-05,-2.4483186986e-01
4.8400000000e-05,-2.2550438657e-01
4.8500000000e-05,2.2170439977e-01
4.8600000000e-05,1.7486556437e-01
4.8700000000e-05,-1.3025738026e-01
4.8800000000e-05,1.9147045811e-01
4.8900000000e-05,5.2485193408e-02
4.9000000000e-05,-2.8866339245e-02
4.9100000000e-05,6.3500587265e-02
4.9200000000e-05,-1.5732894599e-01
4.9300000000e-05,1.0702073630e-01
4.9400000000e-05,-4.8482692978e-02
4.9500000000e-05,3.9102992245e-02
4.9600000000e-05,-1.6009745822e-02
4.9700000000e-05,-4.4257959948e-02
4.9800000000e-05,3.4995450863e-02
4.9900000000e-05,-6.2277542845e-02
5.0000000000e-05,-3.6015874807e-02
5.0100000000e-05,-1.2578404167e-01
5.0200000000e-05,-2.5693876136e-02
5.0300000000e-05,-1.8961525628e-02
5.0400000000e-05,4.5345756818e-02
5.0500000000e-05,-4.0110506679e-02
5.0600000000e-05,-1.2987600391e-01
5.0700000000e-05,1.9457544961e-01
5.0800000000e-05,1.1967830854e-02
5.0900000000e-05,-4.0510087193e-02
5.1000000000e-05,9.6680910113e-02
5.1100000000e-05,2.0693853207e-02
5.1200000000e-05,-1.9361150392e-01
5.1300000000e-05,-7.1249822637e-02
5.1400000000e-05,2.4681284602e-02
5.1500000000e-05,-7.8875361936e-02
5.1600000000e-05,7.4890193836e-02
5.1700000000e-05,1.1819482020e-01
5.1800000000e-05,1.0330188699e-01
5.1900000000e-05,-5.9532206160e-03
5.2000000000e-05,-6.3086691422e-02
5.2100000000e-05,-1.1774334333e-01
5.2200000000e-05,-1.7150213014e-03
5.2300000000e-05,-7.0639105939e-02
5.2400000000e-05,2.3297757228e-01
5.2500000000e-05,1.1773521502e-02
5.2600000000e-05,-8.4570220171e-02
5.2700000000e-05,-7.1605308168e-02
5.2800000000e-05,1.3648360108e-01
5.2900000000e-05,-1.4815989708e-01
5.3000000000e-05,-6.3938128434e-02
5.3100000000e-05,5.6757398654e-02
5.3200000000e-05,4.5947524882e-02
5.3300000000e-05,-6.3439716802e-02
5.3400000000e-05,-1.2351433795e-01
5.3500000000e-05,-1.3740375931e-01
5.3600000000e-05,-1.5103749102e-02
5.3700000000e-05,-9.4046386423e-03
5.3800000000e-05,1.4963542798e-01
5.3900000000e-05,5.2870677891e-02
5.4000000000e-05,9.1690720977e-02
5.4100000000e-05,-2.9212866817e-02
5.4200000000e-05,7.9594589683e-03
5.4300000000e-05,-1.7898140707e-01
5.4400000000e-05,-1.6720954614e-01
5.4500000000e-05,-1.9233567939e-01
5.4600000000e-05,7.8943337475e-02
5.4700000000e-05,-3.9303703218e-02
5.4800000000e-05,2.2448901691e-02
5.4900000000e-05,-1.0496394991e-01
5.5000000000e-05,1.2611555909e-01
5.5100000000e-05,-1.8660901440e-02
5.5200000000e-05,-9.8916382239e-02
5.5300000000e-05,4.0172496295e-02
5.5400000000e-05,-1.4438980576e-01
5.5500000000e-05,7.0280354993e-02
5.5600000000e-05,-1.7013881098e-02
5.5700000000e-05,-1.5349032529e-01
5.5800000000e-05,4.3149354280e-02
5.5900000000e-05,3.0603503477e-02
5.6000000000e-05,-2.9308705983e-02
5.6100000000e-05,3.3204826170e-02
5.6200000000e-05,-1.1747279064e-01
5.6300000000e-05,-4.7377973651e-02
5.6400000000e-05,-3.3554638506e-03
5.6500000000e-05,3.6186446975e-03
5.6600000000e-05,-9.5804358133e-02
5.6700000000e-05,1.1388224447e-01
5.6800000000e-05,-1.2784000777e-01
5.6900000000e-05,2.0949858541e-02
5.7000000000e-05,4.8996505476e-02
5.7100000000e-05,9.6601127659e-03
5.7200000000e-05,7.4052509066e-02
5.7300000000e-05,-6.3074157441e-02
5.7400000000e-05,4.4616637541e-02
5.7500000000e-05,-6.0090205773e-02
5.7600000000e-05,-4.3384611174e-02
5.7700000000e-05,3.1849372022e-02
5.7800000000e-05,-4.6681638425e-03
5.7900000000e-05,9.4097753605e-03
5.8000000000e-05,-1.3759689400e-02
5.8100000000e-05,7.4065018012e-02
5.8200000000e-05,4.7374775085e-02
5.8300000000e-05,1.0408779420e-01
5.8400000000e-05,1.9080330005e-01
5.8500000000e-05,1.0743938943e-01
5.8600000000e-05,-4.4150441094e-02
5.8700000000e-05,-1.4780480793e-02
5.8800000000e-05,-1.0177164820e-01
5.8900000000e-05,-6.2983439969e-03
5.9000000000e-05,-1.3050887765e-01
5.9100000000e-05,-3.1870241859e-03
5.9200000000e-05,-5.8131886527e-02
5.9300000000e-05,-1.0191189855e-01
5.9400000000e-05,-1.9124267349e-02
5.9500000000e-05,-4.8509633807e-02
5.9600000000e-05,3.0445688881e-02
5.9700000000e-05,1.5216259966e-01
5.9800000000e-05,2.4822520861e-02
5.9900000000e-05,2.9949180246e-02
